round,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,rejected_clients,scenario
3.0,1.138483113629806,1.000000029802322,1.138483113629806,1.000000029802322,0.2362467255188814,0.2362467255188814,0.2362467255188814,0.2362467255188814,0.3190368219722853,0.3190368219722853,0.3190368219722853,0.3190368219722853,w3,scale_defended
4.0,1.0243014845614524,0.9999999850988388,1.0243014845614524,0.9999999850988388,0.1936369286238778,0.1936369286238778,0.1936369286238778,0.1936369286238778,0.3766601244031612,0.3766601244031612,0.3766601244031612,0.3766601244031612,w3,scale_defended
5.0,1.0289281803652808,1.0000000149011612,1.0289281803652808,1.0000000149011612,0.1548963893168727,0.1548963893168727,0.1548963893168727,0.1548963893168727,0.1983233788256814,0.1983233788256814,0.1983233788256814,0.1983233788256814,w3,scale_defended
6.0,0.8073825057000211,0.8073825057000211,0.8073825057000211,0.8073825057000211,0.1474286321911831,0.1474286321911831,0.1474286321911831,0.1474286321911831,0.2088286051047158,0.2088286051047158,0.2088286051047158,0.2088286051047158,w3,scale_defended
7.0,0.7896543775736525,0.7896543775736525,0.7896543775736525,0.7896543775736525,0.1312022024212858,0.1312022024212858,0.1312022024212858,0.1312022024212858,0.1580328584349287,0.1580328584349287,0.1580328584349287,0.1580328584349287,w3,scale_defended
8.0,0.7540588520940386,0.7540588520940386,0.7540588520940386,0.7540588520940386,0.1262111484962076,0.1262111484962076,0.1262111484962076,0.1262111484962076,0.1041656085546714,0.1041656085546714,0.1041656085546714,0.1041656085546714,w3,scale_defended
9.0,0.8109665393223725,0.8109665393223725,0.8109665393223725,0.8109665393223725,0.124175890390206,0.124175890390206,0.124175890390206,0.124175890390206,0.1645312226894098,0.1645312226894098,0.1645312226894098,0.1645312226894098,w3,scale_defended
10.0,0.6765991041355632,0.6765991041355632,0.6765991041355632,0.6765991041355632,0.0972329370597534,0.0972329370597534,0.0972329370597534,0.0972329370597534,0.17048125437077,0.17048125437077,0.17048125437077,0.17048125437077,w3,scale_defended
11.0,0.6608998763082673,0.6608998763082673,0.6608998763082673,0.6608998763082673,0.1069545284446314,0.1069545284446314,0.1069545284446314,0.1069545284446314,0.1952435347868644,0.1952435347868644,0.1952435347868644,0.1952435347868644,w3,scale_defended
12.0,0.7176140244889598,0.7176140244889598,0.7176140244889598,0.7176140244889598,0.1062351810875452,0.1062351810875452,0.1062351810875452,0.1062351810875452,0.2017047407913117,0.2017047407913117,0.2017047407913117,0.2017047407913117,w3,scale_defended
13.0,0.6142519357761005,0.6142519357761005,0.6142519357761005,0.6142519357761005,0.1161331770095981,0.1161331770095981,0.1161331770095981,0.1161331770095981,0.1104042868283096,0.1104042868283096,0.1104042868283096,0.1104042868283096,w3,scale_defended
14.0,0.7009888626566897,0.7009888626566897,0.7009888626566897,0.7009888626566897,0.1016319649439103,0.1016319649439103,0.1016319649439103,0.1016319649439103,0.1318258105026571,0.1318258105026571,0.1318258105026571,0.1318258105026571,w3,scale_defended
15.0,0.5728415505626112,0.5728415505626112,0.5728415505626112,0.5728415505626112,0.1174030781930914,0.1174030781930914,0.1174030781930914,0.1174030781930914,0.1129442476177657,0.1129442476177657,0.1129442476177657,0.1129442476177657,w3,scale_defended
16.0,0.5888354050107933,0.5888354050107933,0.5888354050107933,0.5888354050107933,0.1118752344517837,0.1118752344517837,0.1118752344517837,0.1118752344517837,0.2203478865916188,0.2203478865916188,0.2203478865916188,0.2203478865916188,w3,scale_defended
17.0,0.6804527092002005,0.6804527092002005,0.6804527092002005,0.6804527092002005,0.0968411207254243,0.0968411207254243,0.0968411207254243,0.0968411207254243,0.1787599173375611,0.1787599173375611,0.1787599173375611,0.1787599173375611,w3,scale_defended
18.0,0.6593200913989482,0.6593200913989482,0.6593200913989482,0.6593200913989482,0.0882932869143372,0.0882932869143372,0.0882932869143372,0.0882932869143372,0.1323178771917022,0.1323178771917022,0.1323178771917022,0.1323178771917022,w3,scale_defended
19.0,0.6902410399207458,0.6902410399207458,0.6902410399207458,0.6902410399207458,0.0896435022359167,0.0896435022359167,0.0896435022359167,0.0896435022359167,0.1078865901536457,0.1078865901536457,0.1078865901536457,0.1078865901536457,w3,scale_defended
20.0,0.6637691583565027,0.6637691583565027,0.6637691583565027,0.6637691583565027,0.1055973479993643,0.1055973479993643,0.1055973479993643,0.1055973479993643,0.1871562578481869,0.1871562578481869,0.1871562578481869,0.1871562578481869,w3,scale_defended
1.0,1.6107862266458468,1.6107862266458468,1.6107862266458468,1.6107862266458468,0.3661532496474038,0.3661532496474038,0.3661532496474038,0.3661532496474038,0.4369164730682516,0.4369164730682516,0.4369164730682516,0.4369164730682516,,scale_no_defense
2.0,1.3981951071939922,1.3981951071939922,1.3981951071939922,1.3981951071939922,0.3016925142370177,0.3016925142370177,0.3016925142370177,0.3016925142370177,0.4760931314477511,0.4760931314477511,0.4760931314477511,0.4760931314477511,,scale_no_defense
