model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_sign_flip_defended,0.9992743785403305,0.7947019867549668,0.8108108108108109,0.7792207792207793,0.9307964759920304,0.7389546853682867,0.84,0.10633496027560875
