model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_fedavg_iid,0.9990871213894481,0.7547169811320755,0.8108108108108109,0.7058823529411765,0.9627285205858644,0.720425668374931,0.94,0.11830238284985875
