model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_label_flip_defended,0.9992743785403305,0.7947019867549668,0.8108108108108109,0.7792207792207793,0.9310241410515749,0.739118751632517,0.85,0.10341868026049247
