model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_scale_no_defense,0.9992041571087495,0.7792207792207793,0.8108108108108109,0.75,0.9544074181102881,0.7307718566505813,0.94,0.08089249590903479
