round,num_clients,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,w1_clip_threshold,w1_noise_multiplier,w1_noise_scale,w1_is_malicious,w1_attack_strength,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w2_clip_threshold,w2_noise_multiplier,w2_noise_scale,w2_is_malicious,w2_attack_strength,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w3_clip_threshold,w3_noise_multiplier,w3_noise_scale,w3_is_malicious,w3_attack_strength,w1_agg_score,w1_selected,w2_agg_score,w2_selected,w3_agg_score,w3_selected,rejected_clients
1.0,3.0,0.34681484650213185,0.34681484650213185,0.34681484650213185,0.34681484650213185,0.0,0.0,0.0,0.0,0.0,0.36382317371533895,0.36382317371533895,0.36382317371533895,0.36382317371533895,0.0,0.0,0.0,0.0,0.0,0.4657155524920111,0.4657155524920111,0.4657155524920111,0.4657155524920111,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
2.0,3.0,0.42859905407912896,0.42859905407912896,0.42859905407912896,0.42859905407912896,0.0,0.0,0.0,0.0,0.0,0.3438304622720658,0.3438304622720658,0.3438304622720658,0.3438304622720658,0.0,0.0,0.0,0.0,0.0,0.4667437854408293,0.4667437854408293,0.4667437854408293,0.4667437854408293,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
3.0,3.0,0.3190010484630371,0.3190010484630371,0.3190010484630371,0.3190010484630371,0.0,0.0,0.0,0.0,0.0,0.2649047040141585,0.2649047040141585,0.2649047040141585,0.2649047040141585,0.0,0.0,0.0,0.0,0.0,0.4534014565531729,0.4534014565531729,0.4534014565531729,0.4534014565531729,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
4.0,3.0,0.38869810255495085,0.38869810255495085,0.38869810255495085,0.38869810255495085,0.0,0.0,0.0,0.0,0.0,0.21830916262439273,0.21830916262439273,0.21830916262439273,0.21830916262439273,0.0,0.0,0.0,0.0,0.0,0.46026188426445497,0.46026188426445497,0.46026188426445497,0.46026188426445497,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
5.0,3.0,0.21319311420398093,0.21319311420398093,0.21319311420398093,0.21319311420398093,0.0,0.0,0.0,0.0,0.0,0.19206840946324596,0.19206840946324596,0.19206840946324596,0.19206840946324596,0.0,0.0,0.0,0.0,0.0,0.4702171729674836,0.4702171729674836,0.4702171729674836,0.4702171729674836,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
6.0,3.0,0.20848947822742225,0.20848947822742225,0.20848947822742225,0.20848947822742225,0.0,0.0,0.0,0.0,0.0,0.18328387152462874,0.18328387152462874,0.18328387152462874,0.18328387152462874,0.0,0.0,0.0,0.0,0.0,0.48742097220174435,0.48742097220174435,0.48742097220174435,0.48742097220174435,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
7.0,3.0,0.17777523158053915,0.17777523158053915,0.17777523158053915,0.17777523158053915,0.0,0.0,0.0,0.0,0.0,0.170308182326979,0.170308182326979,0.170308182326979,0.170308182326979,0.0,0.0,0.0,0.0,0.0,0.4823514060626015,0.4823514060626015,0.4823514060626015,0.4823514060626015,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
8.0,3.0,0.11984385816800484,0.11984385816800484,0.11984385816800484,0.11984385816800484,0.0,0.0,0.0,0.0,0.0,0.1578821138183588,0.1578821138183588,0.1578821138183588,0.1578821138183588,0.0,0.0,0.0,0.0,0.0,0.485827176489622,0.485827176489622,0.485827176489622,0.485827176489622,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
9.0,3.0,0.14208699908473205,0.14208699908473205,0.14208699908473205,0.14208699908473205,0.0,0.0,0.0,0.0,0.0,0.18389921318105173,0.18389921318105173,0.18389921318105173,0.18389921318105173,0.0,0.0,0.0,0.0,0.0,0.45420945229214765,0.45420945229214765,0.45420945229214765,0.45420945229214765,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
10.0,3.0,0.15572600717646007,0.15572600717646007,0.15572600717646007,0.15572600717646007,0.0,0.0,0.0,0.0,0.0,0.16166454275705383,0.16166454275705383,0.16166454275705383,0.16166454275705383,0.0,0.0,0.0,0.0,0.0,0.4660501133194953,0.4660501133194953,0.4660501133194953,0.4660501133194953,0.0,0.0,0.0,1.0,5.0,0.44948010716519726,1.0,0.3499156133083124,1.0,0.20060427952649035,1.0,
