model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_normal_fl,0.9993211928280511,0.8053691275167785,0.8108108108108109,0.8,0.9362182948283118,0.737038256570721,0.94,0.10144665137696202
