round,num_clients,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w3_clip_threshold,w3_noise_multiplier,w3_noise_scale,w3_is_malicious,w3_attack_strength,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w2_clip_threshold,w2_noise_multiplier,w2_noise_scale,w2_is_malicious,w2_attack_strength,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,w1_clip_threshold,w1_noise_multiplier,w1_noise_scale,w1_is_malicious,w1_attack_strength,w3_agg_score,w3_selected,w2_agg_score,w2_selected,w1_agg_score,w1_selected,rejected_clients
1.0,3.0,1.3059973166614907,1.0000000447034827,1.3059973166614907,1.0000000447034827,1.0,0.01,0.01,1.0,5.0,0.2944651597848706,0.2944651597848706,0.2944651597848706,0.2944651597848706,1.0,0.01,0.01,0.0,0.0,0.3783953653783638,0.3783953653783638,0.3783953653783638,0.3783953653783638,1.0,0.01,0.01,0.0,0.0,1.635491132736206,0.0,0.031591594219207764,1.0,0.031591594219207764,1.0,w3
2.0,3.0,1.541445557314976,1.0000000447034827,1.541445557314976,1.0000000447034827,1.0,0.01,0.01,1.0,5.0,0.3241441307604634,0.3241441307604634,0.3241441307604634,0.3241441307604634,1.0,0.01,0.01,0.0,0.0,0.4264179945628668,0.4264179945628668,0.4264179945628668,0.4264179945628668,1.0,0.01,0.01,0.0,0.0,1.6535024642944336,0.0,0.027656588703393936,1.0,0.027656588703393936,1.0,w3
3.0,3.0,1.2307931381606452,0.9999999850988387,1.2307931381606452,0.9999999850988387,1.0,0.01,0.01,1.0,5.0,0.26819037609096125,0.26819037609096125,0.26819037609096125,0.26819037609096125,1.0,0.01,0.01,0.0,0.0,0.3337397348641576,0.3337397348641576,0.3337397348641576,0.3337397348641576,1.0,0.01,0.01,0.0,0.0,1.5262038707733154,0.0,0.038592226803302765,1.0,0.038592226803302765,1.0,w3
4.0,3.0,1.1764339777039474,0.9999999850988387,1.1764339777039474,0.9999999850988387,1.0,0.01,0.01,1.0,5.0,0.21897658465896816,0.21897658465896816,0.21897658465896816,0.21897658465896816,1.0,0.01,0.01,0.0,0.0,0.39494297054255084,0.39494297054255084,0.39494297054255084,0.39494297054255084,1.0,0.01,0.01,0.0,0.0,1.4976122379302979,0.0,0.07012925297021866,1.0,0.07012925297021866,1.0,w3
5.0,3.0,1.119145977546714,1.0000000447034827,1.119145977546714,1.0000000447034827,1.0,0.01,0.01,1.0,5.0,0.17938511220992082,0.17938511220992082,0.17938511220992082,0.17938511220992082,1.0,0.01,0.01,0.0,0.0,0.22486256965359605,0.22486256965359605,0.22486256965359605,0.22486256965359605,1.0,0.01,0.01,0.0,0.0,1.2580790519714355,0.0,0.025773804634809494,1.0,0.025773804634809494,1.0,w3
6.0,3.0,0.8919346031744427,0.8919346031744427,0.8919346031744427,0.8919346031744427,1.0,0.01,0.01,1.0,5.0,0.16317296989462243,0.16317296989462243,0.16317296989462243,0.16317296989462243,1.0,0.01,0.01,0.0,0.0,0.21090380964733987,0.21090380964733987,0.21090380964733987,0.21090380964733987,1.0,0.01,0.01,0.0,0.0,1.026353359222412,0.0,0.043955739587545395,1.0,0.043955739587545395,1.0,w3
7.0,3.0,0.8472708428003685,0.8472708428003685,0.8472708428003685,0.8472708428003685,1.0,0.01,0.01,1.0,5.0,0.14725415465916866,0.14725415465916866,0.14725415465916866,0.14725415465916866,1.0,0.01,0.01,0.0,0.0,0.16592522572166812,0.16592522572166812,0.16592522572166812,0.16592522572166812,1.0,0.01,0.01,0.0,0.0,0.861257791519165,0.0,0.03452559933066368,1.0,0.03452559933066368,1.0,w3
8.0,3.0,0.794334883791185,0.794334883791185,0.794334883791185,0.794334883791185,1.0,0.01,0.01,1.0,5.0,0.1324126257943676,0.1324126257943676,0.1324126257943676,0.1324126257943676,1.0,0.01,0.01,0.0,0.0,0.11357772605249711,0.11357772605249711,0.11357772605249711,0.11357772605249711,1.0,0.01,0.01,0.0,0.0,0.6638142466545105,0.0,0.03010292910039425,1.0,0.03010292910039425,1.0,w3
9.0,3.0,0.8462528706111707,0.8462528706111707,0.8462528706111707,0.8462528706111707,1.0,0.01,0.01,1.0,5.0,0.1312131299161913,0.1312131299161913,0.1312131299161913,0.1312131299161913,1.0,0.01,0.01,0.0,0.0,0.17158631442634387,0.17158631442634387,0.17158631442634387,0.17158631442634387,1.0,0.01,0.01,0.0,0.0,0.8507279753684998,0.0,0.036981623619794846,1.0,0.036981623619794846,1.0,w3
10.0,3.0,0.6986354227419863,0.6986354227419863,0.6986354227419863,0.6986354227419863,1.0,0.01,0.01,1.0,5.0,0.1041858608224743,0.1041858608224743,0.1041858608224743,0.1041858608224743,1.0,0.01,0.01,0.0,0.0,0.17644522620691566,0.17644522620691566,0.17644522620691566,0.17644522620691566,1.0,0.01,0.01,0.0,0.0,0.5560604333877563,0.0,0.0419912151992321,1.0,0.0419912151992321,1.0,w3
