round,num_clients,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w3_clip_threshold,w3_noise_multiplier,w3_noise_scale,w3_is_malicious,w3_attack_strength,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w2_clip_threshold,w2_noise_multiplier,w2_noise_scale,w2_is_malicious,w2_attack_strength,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,w1_clip_threshold,w1_noise_multiplier,w1_noise_scale,w1_is_malicious,w1_attack_strength,w3_agg_score,w3_selected,w2_agg_score,w2_selected,w1_agg_score,w1_selected,rejected_clients
11.0,3.0,0.6608998763082673,0.6608998763082673,0.6608998763082673,0.6608998763082673,1.0,0.01,0.01,1.0,5.0,0.10695452844463141,0.10695452844463141,0.10695452844463141,0.10695452844463141,1.0,0.01,0.01,0.0,0.0,0.19524353478686443,0.19524353478686443,0.19524353478686443,0.19524353478686443,1.0,0.01,0.01,0.0,0.0,0.3808906078338623,0.0,0.057932574301958084,1.0,0.057932574301958084,1.0,w3
12.0,3.0,0.7176140244889598,0.7176140244889598,0.7176140244889598,0.7176140244889598,1.0,0.01,0.01,1.0,5.0,0.10623518108754525,0.10623518108754525,0.10623518108754525,0.10623518108754525,1.0,0.01,0.01,0.0,0.0,0.2017047407913117,0.2017047407913117,0.2017047407913117,0.2017047407913117,1.0,0.01,0.01,0.0,0.0,0.5062554478645325,0.0,0.058090563863515854,1.0,0.058090563863515854,1.0,w3
13.0,3.0,0.6142519357761005,0.6142519357761005,0.6142519357761005,0.6142519357761005,1.0,0.01,0.01,1.0,5.0,0.11613317700959813,0.11613317700959813,0.11613317700959813,0.11613317700959813,1.0,0.01,0.01,0.0,0.0,0.11040428682830963,0.11040428682830963,0.11040428682830963,0.11040428682830963,1.0,0.01,0.01,0.0,0.0,0.3939370810985565,0.0,0.034608907997608185,1.0,0.034608907997608185,1.0,w3
14.0,3.0,0.7009888626566897,0.7009888626566897,0.7009888626566897,0.7009888626566897,1.0,0.01,0.01,1.0,5.0,0.10163196494391039,0.10163196494391039,0.10163196494391039,0.10163196494391039,1.0,0.01,0.01,0.0,0.0,0.13182581050265718,0.13182581050265718,0.13182581050265718,0.13182581050265718,1.0,0.01,0.01,0.0,0.0,0.4817562401294708,0.0,0.025441356003284454,1.0,0.025441356003284454,1.0,w3
15.0,3.0,0.5728415505626112,0.5728415505626112,0.5728415505626112,0.5728415505626112,1.0,0.01,0.01,1.0,5.0,0.11740307819309148,0.11740307819309148,0.11740307819309148,0.11740307819309148,1.0,0.01,0.01,0.0,0.0,0.11294424761776577,0.11294424761776577,0.11294424761776577,0.11294424761776577,1.0,0.01,0.01,0.0,0.0,0.30212631821632385,0.0,0.033002421259880066,1.0,0.033002421259880066,1.0,w3
16.0,3.0,0.5888354050107933,0.5888354050107933,0.5888354050107933,0.5888354050107933,1.0,0.01,0.01,1.0,5.0,0.11187523445178377,0.11187523445178377,0.11187523445178377,0.11187523445178377,1.0,0.01,0.01,0.0,0.0,0.22034788659161883,0.22034788659161883,0.22034788659161883,0.22034788659161883,1.0,0.01,0.01,0.0,0.0,0.38340428471565247,0.0,0.097716324031353,1.0,0.097716324031353,1.0,w3
17.0,3.0,0.6804527092002005,0.6804527092002005,0.6804527092002005,0.6804527092002005,1.0,0.01,0.01,1.0,5.0,0.0968411207254243,0.0968411207254243,0.0968411207254243,0.0968411207254243,1.0,0.01,0.01,0.0,0.0,0.1787599173375611,0.1787599173375611,0.1787599173375611,0.1787599173375611,1.0,0.01,0.01,0.0,0.0,0.434109628200531,0.0,0.06890548020601273,1.0,0.06890548020601273,1.0,w3
18.0,3.0,0.6593200913989482,0.6593200913989482,0.6593200913989482,0.6593200913989482,1.0,0.01,0.01,1.0,5.0,0.0882932869143372,0.0882932869143372,0.0882932869143372,0.0882932869143372,1.0,0.01,0.01,0.0,0.0,0.13231787719170224,0.13231787719170224,0.13231787719170224,0.13231787719170224,1.0,0.01,0.01,0.0,0.0,0.4399932324886322,0.0,0.03733127564191818,1.0,0.03733127564191818,1.0,w3
19.0,3.0,0.6902410399207458,0.6902410399207458,0.6902410399207458,0.6902410399207458,1.0,0.01,0.01,1.0,5.0,0.08964350223591672,0.08964350223591672,0.08964350223591672,0.08964350223591672,1.0,0.01,0.01,0.0,0.0,0.10788659015364573,0.10788659015364573,0.10788659015364573,0.10788659015364573,1.0,0.01,0.01,0.0,0.0,0.4570405185222626,0.0,0.041484083980321884,1.0,0.041484083980321884,1.0,w3
20.0,3.0,0.6637691583565027,0.6637691583565027,0.6637691583565027,0.6637691583565027,1.0,0.01,0.01,1.0,5.0,0.10559734799936434,0.10559734799936434,0.10559734799936434,0.10559734799936434,1.0,0.01,0.01,0.0,0.0,0.1871562578481869,0.1871562578481869,0.1871562578481869,0.1871562578481869,1.0,0.01,0.01,0.0,0.0,0.37479934096336365,0.0,0.07596088945865631,1.0,0.07596088945865631,1.0,w3
