model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_label_flip_no_defense,0.99922756425261,0.7724137931034483,0.7567567567567568,0.7887323943661971,0.9399567864150025,0.7289129516625135,0.72,0.08543919411215478
