model,accuracy,f1,recall,precision,roc_auc,pr_auc,threshold,loss
fl_scale_defended,0.9992743785403305,0.7947019867549668,0.8108108108108109,0.7792207792207793,0.9306849407088575,0.7392489208539968,0.84,0.10137220488471392
